Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Ruminococcus phage phiRM10, complete genome",NC_104261.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_104261.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY5, complete genome",NC_112270.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_112270.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BceS_LY1, complete genome",NC_111369.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_111369.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Bacillus phage vB_BcM_Sam46, complete genome",NC_102127.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:NC_102127.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Atrivirus PS6, complete genome",MT980839.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:MT980839.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Wbetavirus gamma53 isolate 53, complete genome",DQ222855.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Bacillus|NCBI:DQ222855.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
"Bacillus phage B13, complete genome",NC_107481.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Bacillus|NCBI:NC_107481.1
